iter	Passed	Remaining
1666	131802	263526
1667	131968	263619
1668	132135	263716
1669	132301	263810
1670	132467	263904
1671	132633	263997
1672	132799	264090
1673	132850	263954
1674	133016	264046
1675	133107	263991
1676	133199	263936
1677	133364	264027
1678	133531	264120
1679	133697	264211
1680	133862	264300
1681	134028	264391
1682	134194	264481
1683	134360	264571
1684	134380	264374
1685	134545	264462
1686	134711	264552
1687	134877	264641
1688	135043	264729
1689	135208	264816
1690	135375	264906
1691	135541	264993
1692	135706	265080
1693	135872	265167
1694	135964	265110
1695	136130	265196
1696	136144	264988
1697	136309	265072
1698	136474	265158
1699	136641	265245
1700	136807	265330
1701	136973	265416
1702	137139	265501
1703	137304	265584
1704	137471	265670
1705	137502	265494
1706	137533	265317
1707	137698	265400
1708	137864	265484
1709	138030	265566
1710	138081	265428
1711	138245	265509
1712	138411	265591
1713	138576	265671
1714	138741	265753
1715	138907	265835
1716	138959	265698
1717	139124	265777
1718	139290	265858
1719	139455	265937
1720	139546	265876
1721	139711	265955
1722	139876	266033
1723	140041	266111
1724	140092	265971
1725	140111	265773
1726	140276	265851
1727	140441	265928
1728	140493	265791
1729	140659	265871
1730	140825	265949
1731	140991	266028
1732	141083	265966
1733	141249	266043
1734	141415	266121
1735	141581	266198
1736	141747	266275
1737	141913	266352
1738	142079	266429
1739	142244	266503
1740	142410	266579
1741	142575	266653
1742	142740	266728
1743	142906	266802
1744	143072	266878
1745	143238	266951
1746	143404	267026
1747	143571	267101
1748	143737	267175
1749	143902	267248
1750	144068	267320
1751	144160	267256
1752	144326	267328
1753	144377	267188
1754	144469	267123
1755	144635	267196
1756	144800	267267
1757	144966	267339
1758	145058	267273
1759	145224	267345
1760	145391	267417
1761	145404	267206
1762	145569	267276
1763	145735	267347
1764	145901	267418
1765	146067	267487
1766	146233	267557
1767	146265	267381
1768	146430	267448
1769	146596	267518
1770	146762	267587
1771	146928	267655
1772	147094	267724
1773	147146	267584
1774	147312	267652
1775	147478	267719
1776	147569	267650
1777	147735	267717
1778	147747	267507
1779	147912	267572
1780	148078	267639
1781	148245	267706
1782	148276	267529
1783	148368	267462
1784	148399	267285
1785	148564	267349
1786	148579	267143
1787	148744	267207
1788	148909	267271
1789	149075	267335
1790	149240	267399
1791	149406	267464
1792	149573	267530
1793	149740	267595
1794	149906	267661
1795	150072	267724
1796	150123	267582
1797	150289	267645
1798	150455	267707
1799	150469	267501
1800	150635	267563
1801	150686	267422
1802	150706	267225
1803	150871	267286
1804	151036	267347
1805	151202	267408
1806	151368	267471
1807	151534	267531
1808	151625	267461
1809	151645	267264
1810	151696	267123
1811	151862	267183
1812	152028	267244
1813	152194	267304
1814	152360	267364
1815	152380	267168
1816	152545	267227
1817	152575	267049
1818	152741	267108
1819	152907	267168
1820	153074	267228
1821	153239	267285
1822	153404	267343
1823	153570	267401
1824	153662	267330
1825	153829	267389
1826	153994	267447
1827	154160	267503
1828	154326	267561
1829	154339	267352
1830	154505	267409
1831	154670	267465
1832	154836	267520
1833	155002	267578
1834	155168	267634
1835	155334	267689
1836	155365	267512
1837	155531	267567
1838	155697	267623
1839	155862	267676
1840	156027	267730
1841	156193	267784
1842	156213	267588
1843	156378	267640
1844	156543	267694
1845	156709	267746
1846	156874	267799
1847	156925	267656
1848	157091	267709
1849	157105	267504
1850	157124	267307
1851	157290	267360
1852	157457	267413
1853	157622	267465
1854	157635	267258
1855	157801	267309
1856	157966	267360
1857	158131	267411
1858	158162	267234
1859	158193	267058
1860	158245	266916
1861	158275	266738
1862	158294	266543
1863	158460	266595
1864	158626	266645
1865	158792	266695
1866	158958	266746
1867	159124	266797
1868	159290	266847
1869	159305	266644
1870	159319	266441
1871	159486	266491
1872	159650	266539
1873	159681	266362
1874	159846	266410
1875	159860	266207
1876	160027	266256
1877	160192	266304
1878	160357	266352
1879	160523	266400
1880	160689	266449
1881	160856	266498
1882	161022	266546
1883	161188	266594
1884	161240	266452
1885	161407	266502
1886	161572	266548
1887	161738	266594
1888	161904	266640
1889	162069	266685
1890	162235	266732
1891	162402	266778
1892	162433	266603
1893	162598	266648
1894	162629	266471
1895	162721	266396
1896	162887	266441
1897	162917	266264
1898	163082	266308
1899	163173	266230
1900	163339	266275
1901	163506	266320
1902	163673	266367
1903	163839	266411
1904	164005	266455
1905	164171	266498
1906	164202	266323
1907	164368	266367
1908	164536	266412
1909	164701	266454
1910	164868	266499
1911	165035	266543
1912	165201	266584
1913	165367	266627
1914	165533	266668
1915	165699	266709
1916	165865	266751
1917	165957	266674
1918	166124	266716
1919	166289	266756
1920	166454	266795
1921	166546	266717
1922	166638	266639
1923	166668	266462
1924	166681	266257
1925	166700	266063
1926	166865	266102
1927	167031	266142
1928	167082	265998
1929	167248	266038
1930	167300	265896
1931	167393	265819
1932	167559	265859
1933	167726	265899
1934	167893	265939
1935	168059	265978
1936	168225	266016
1937	168392	266056
1938	168558	266093
1939	168723	266131
1940	168889	266168
1941	169054	266204
1942	169146	266125
1943	169313	266162
1944	169479	266200
1945	169510	266024
1946	169676	266061
1947	169768	265981
1948	169935	266019
1949	170101	266055
1950	170112	265849
1951	170131	265656
1952	170223	265576
1953	170389	265612
1954	170555	265647
1955	170722	265684
1956	170774	265542
1957	170941	265578
1958	171106	265612
1959	171273	265648
1960	171439	265682
1961	171603	265714
1962	171770	265749
1963	171862	265669
1964	172028	265703
1965	172195	265737
1966	172226	265563
1967	172393	265597
1968	172558	265630
1969	172723	265661
1970	172889	265693
1971	173054	265725
1972	173220	265757
1973	173386	265789
1974	173553	265822
1975	173645	265741
1976	173811	265772
1977	173977	265803
1978	174143	265835
1979	174310	265866
1980	174476	265897
1981	174642	265928
1982	174807	265958
1983	174973	265987
1984	175139	266017
1985	175159	265826
1986	175325	265856
1987	175340	265656
1988	175506	265686
1989	175671	265713
1990	175835	265740
1991	176001	265769
1992	176167	265798
1993	176333	265827
1994	176499	265854
1995	176665	265883
1996	176831	265911
1997	176998	265940
1998	177090	265857
1999	177110	265665
2000	177275	265691
2001	177441	265718
2002	177472	265543
2003	177636	265568
2004	177686	265422
2005	177737	265276
2006	177903	265304
2007	177995	265220
2008	178162	265247
2009	178327	265273
2010	178493	265300
2011	178660	265326
2012	178826	265352
2013	178992	265378
2014	179158	265404
2015	179326	265431
2016	179357	265256
2017	179522	265280
2018	179542	265090
2019	179709	265116
2020	179741	264942
2021	179907	264967
2022	180073	264991
2023	180239	265016
2024	180290	264871
2025	180456	264894
2026	180623	264919
2027	180790	264944
2028	180881	264859
2029	181048	264883
2030	181214	264906
2031	181379	264928
2032	181546	264952
2033	181712	264974
2034	181878	264997
2035	182044	265020
2036	182060	264822
2037	182226	264845
2038	182393	264868
2039	182559	264889
2040	182725	264911
2041	182891	264932
2042	183056	264952
2043	183224	264975
2044	183244	264785
2045	183410	264806
2046	183461	264661
2047	183628	264682
2048	183808	264724
2049	183979	264751
2050	184145	264770
2051	184176	264596
2052	184188	264395
2053	184202	264197
2054	184368	264216
2055	184420	264072
2056	184585	264090
2057	184615	263915
2058	184780	263934
2059	184947	263954
2060	185113	263973
2061	185280	263993
2062	185448	264014
2063	185614	264033
2064	185781	264051
2065	185800	263862
2066	185966	263879
2067	186132	263897
2068	186297	263913
2069	186463	263931
2070	186630	263949
2071	186796	263966
2072	186962	263983
2073	187128	264001
2074	187294	264017
2075	187460	264034
2076	187626	264050
2077	187792	264066
2078	187958	264082
2079	188124	264098
2080	188289	264112
2081	188341	263967
2082	188507	263982
2083	188673	263997
2084	188839	264012
2085	189005	264027
2086	189172	264043
2087	189184	263843
2088	189213	263667
2089	189379	263681
2090	189546	263697
2091	189566	263507
2092	189731	263520
2093	189896	263533
2094	190063	263548
2095	190229	263562
2096	190259	263387
2097	190290	263213
2098	190456	263226
2099	190621	263239
2100	190788	263252
2101	190954	263266
2102	191120	263279
2103	191286	263291
2104	191452	263304
2105	191618	263316
2106	191784	263327
2107	191835	263182
2108	192002	263194
2109	192168	263206
2110	192259	263116
2111	192427	263129
2112	192593	263140
2113	192759	263151
2114	192810	263006
2115	192840	262832
2116	193006	262842
2117	193172	262852
2118	193337	262862
2119	193504	262874
2120	193556	262729
2121	193587	262556
2122	193602	262361
2123	193767	262371
2124	193934	262381
2125	194100	262391
2126	194267	262402
2127	194433	262412
2128	194600	262422
2129	194766	262431
2130	194932	262440
2131	195098	262449
2132	195265	262459
2133	195431	262467
2134	195446	262273
2135	195611	262280
2136	195663	262135
2137	195829	262143
2138	195995	262152
2139	196161	262159
2140	196327	262167
2141	196493	262175
2142	196659	262182
2143	196826	262189
2144	196991	262196
2145	197158	262203
2146	197324	262210
2147	197489	262216
2148	197656	262223
2149	197822	262230
2150	197853	262057
2151	198019	262063
2152	198186	262070
2153	198199	261873
2154	198365	261879
2155	198530	261883
2156	198621	261790
2157	198787	261794
2158	198953	261799
2159	199118	261804
2160	199133	261609
2161	199299	261615
2162	199465	261620
2163	199630	261623
2164	199797	261628
2165	199829	261457
2166	199995	261461
2167	200161	261465
2168	200213	261320
2169	200225	261124
2170	200256	260951
2171	200423	260956
2172	200590	260960
2173	200755	260964
2174	200922	260968
2175	201088	260971
2176	201254	260974
2177	201274	260788
2178	201439	260789
2179	201531	260697
2180	201624	260604
2181	201716	260511
2182	201882	260514
2183	201974	260421
2184	202140	260423
2185	202306	260425
2186	202473	260429
2187	202493	260243
2188	202585	260150
2189	202752	260152
2190	202918	260153
2191	203084	260155
2192	203249	260156
2193	203417	260159
2194	203509	260065
2195	203600	259971
2196	203766	259971
2197	203932	259972
2198	203963	259800
2199	204129	259800
2200	204221	259706
2201	204387	259707
2202	204479	259614
2203	204646	259614
2204	204697	259469
2205	204727	259297
2206	204893	259297
2207	205060	259297
2208	205226	259296
2209	205318	259203
2210	205485	259203
2211	205652	259203
2212	205665	259009
2213	205831	259008
2214	205997	259008
2215	206164	259008
2216	206330	259006
2217	206496	259005
2218	206663	259004
2219	206829	259002
2220	206995	259001
2221	207161	258998
2222	207192	258827
2223	207357	258824
2224	207524	258822
2225	207690	258820
2226	207783	258725
2227	207949	258722
2228	208115	258719
2229	208280	258715
2230	208446	258712
2231	208496	258565
2232	208662	258562
2233	208829	258559
2234	208995	258556
2235	209161	258552
2236	209327	258547
2237	209493	258544
2238	209545	258398
2239	209711	258394
2240	209802	258297
2241	209968	258293
2242	210135	258289
2243	210301	258285
2244	210468	258280
2245	210634	258275
2246	210800	258269
2247	210965	258264
2248	211132	258259
2249	211299	258254
2250	211465	258249
2251	211632	258244
2252	211798	258238
2253	211964	258231
2254	211983	258046
2255	212150	258041
2256	212316	258034
2257	212335	257849
2258	212501	257842
2259	212667	257835
2260	212687	257651
2261	212738	257505
2262	212757	257321
2263	212924	257314
2264	213090	257308
2265	213105	257118
2266	213272	257111
2267	213303	256941
2268	213467	256932
2269	213487	256749
2270	213653	256741
2271	213818	256732
2272	213848	256561
2273	214015	256554
2274	214181	256547
2275	214348	256540
2276	214515	256532
2277	214566	256386
2278	214732	256378
2279	214783	256232
2280	214949	256224
2281	215115	256216
2282	215283	256208
2283	215450	256201
2284	215616	256192
2285	215782	256183
2286	215795	255992
2287	215961	255982
2288	215980	255798
2289	216146	255789
2290	216166	255606
2291	216258	255509
2292	216424	255500
2293	216436	255308
2294	216602	255298
2295	216653	255152
2296	216703	255006
2297	216718	254818
2298	216884	254808
2299	217050	254798
2300	217142	254701
2301	217172	254531
2302	217202	254361
2303	217369	254352
2304	217535	254341
2305	217701	254331
2306	217867	254320
2307	218034	254310
2308	218054	254129
2309	218220	254118
2310	218235	253930
2311	218246	253740
2312	218265	253558
2313	218433	253548
2314	218599	253537
2315	218650	253392
2316	218815	253380
2317	218981	253368
2318	219012	253201
2319	219178	253189
2320	219344	253177
2321	219510	253165
2322	219676	253152
2323	219707	252985
2324	219876	252975
2325	219968	252878
2326	220134	252866
2327	220227	252769
2328	220393	252757
2329	220559	252744
2330	220572	252556
2331	220738	252542
2332	220904	252530
2333	220924	252350
2334	221089	252336
2335	221121	252169
2336	221287	252155
2337	221453	252142
2338	221620	252129
2339	221672	251986
2340	221839	251973
2341	221930	251875
